WAIC_pointwise,pWAIC_pointwise,group,block_num,ID
0.036327012,8.790052e-05,HC_match_all,1,00390
0.29128534,0.0023658841,HC_match_all,2,00390
1.5172766,0.011663199,HC_match_all,3,00390
0.08116731,0.00027143903,HC_match_all,4,00390
0.007718116,7.6280057e-06,HC_match_all,5,00390
0.046146598,0.00019589798,HC_match_all,6,00390
0.12859197,0.0007588967,HC_match_all,7,00390
0.034218382,7.71832e-05,HC_match_all,8,00390
0.86864096,0.013427322,HC_match_all,9,00390
0.60625255,0.0054499796,HC_match_all,10,00390
0.24035737,0.002729068,HC_match_all,11,00390
1.9429086,0.053403087,HC_match_all,12,00390
6.082151,0.12888163,HC_match_all,13,00390
0.052374072,0.0001460944,HC_match_all,14,00390
3.2380626,0.061623223,HC_match_all,15,00390
0.4453058,0.006018713,HC_match_all,16,00390
0.012909093,1.7732407e-05,HC_match_all,17,00390
0.7032917,0.0035230676,HC_match_all,18,00390
0.073767,0.0003346258,HC_match_all,19,00390
3.64963,0.047231443,HC_match_all,20,00390
0.15581682,0.00071248924,HC_match_all,21,00390
0.4493185,0.002299499,HC_match_all,22,00390
0.8038677,0.03872348,HC_match_all,23,00390
0.22105625,0.001028099,HC_match_all,24,00390
0.7321654,0.01519239,HC_match_all,25,00390
0.63156986,0.02205965,HC_match_all,26,00390
1.0030818,0.04614335,HC_match_all,27,00390
0.3855815,0.0026045637,HC_match_all,28,00390
0.05065023,0.00013099532,HC_match_all,29,00390
1.2066123,0.010872536,HC_match_all,30,00390
0.35830674,0.0031994188,HC_match_all,31,00390
0.04727574,0.000118224256,HC_match_all,32,00390
0.7257883,0.005497464,HC_match_all,33,00390
0.9373114,0.017699864,HC_match_all,34,00390
0.2634199,0.0018886833,HC_match_all,35,00390
0.46896064,0.008137159,HC_match_all,36,00390
0.43173262,0.0028697692,HC_match_all,37,00390
1.7340122,0.10076163,HC_match_all,38,00390
0.18909141,0.0011131543,HC_match_all,39,00390
0.103979744,0.0005373763,HC_match_all,40,00390
0.27355224,0.0011860789,HC_match_all,41,00390
0.06890468,0.00031303175,HC_match_all,42,00390
0.012894617,1.7813507e-05,HC_match_all,43,00390
1.545266,0.04558452,HC_match_all,44,00390
0.97494125,0.013506574,HC_match_all,45,00390
0.21409361,0.0010476937,HC_match_all,46,00390
0.607866,0.005336947,HC_match_all,47,00390
0.07639725,0.00043758322,HC_match_all,48,00390
0.06271595,0.00029328995,HC_match_all,49,00390
0.13369727,0.0008101967,HC_match_all,50,00390
0.65452385,0.0059848856,HC_match_all,51,00390
1.2055246,0.008859673,HC_match_all,52,00390
0.71287304,0.014578547,HC_match_all,53,00390
0.5623645,0.009798084,HC_match_all,54,00390
0.17309754,0.00085683545,HC_match_all,55,00390
1.3840048,0.015264343,HC_match_all,56,00390
0.28637555,0.0020186054,HC_match_all,57,00390
0.054851864,0.00016627065,HC_match_all,58,00390
1.2947271,0.0078027067,HC_match_all,59,00390
0.12929414,0.0005841916,HC_match_all,60,00390
0.03153658,9.682978e-05,HC_match_all,61,00390
0.2800513,0.0014228496,HC_match_all,62,00390
3.7241642,0.1319219,HC_match_all,63,00390
1.1590246,0.018945329,HC_match_all,64,00390
3.9169338,0.09039978,HC_match_all,65,00390
0.1667197,0.0008210514,HC_match_all,66,00390
0.00047358507,7.4473036e-08,HC_match_all,67,00390
0.26713678,0.0019731217,HC_match_all,68,00390
0.23953879,0.0010504453,HC_match_all,69,00390
0.6593375,0.003773013,HC_match_all,70,00390
0.18237363,0.0008279294,HC_match_all,71,00390
0.082059935,0.0004024531,HC_match_all,72,00390
0.48448768,0.0025351115,HC_match_all,73,00390
1.0828677,0.008740342,HC_match_all,74,00390
0.09357165,0.000499865,HC_match_all,75,00390
0.18059874,0.0007689619,HC_match_all,76,00390
1.214558,0.09100454,HC_match_all,77,00390
0.059575498,0.00042874741,HC_match_all,78,00390
0.8940391,0.0044265795,HC_match_all,79,00390
1.1528422,0.010582915,HC_match_all,80,00390
0.20075652,0.0013651593,HC_match_all,81,00390
0.09258157,0.0006012102,HC_match_all,82,00390
0.6246672,0.0032731772,HC_match_all,83,00390
0.78482634,0.01526473,HC_match_all,84,00390
0.0021249796,9.639508e-07,HC_match_all,85,00390
